Mod:Item:MetaData, Localized Name
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
conarm:helmet_core:0, Wooden Helmet Core
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_plate:0, Wooden Armor Plates
conarm:chest_core:0, Wooden Chestplate Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:boots_core:0, Wooden Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
dynamictrees:dendropotion:0, Biochar Base Potion
dynamictrees:dendropotion:1, Potion of Depletion
dynamictrees:dendropotion:2, Potion of Defoliance
dynamictrees:dendropotion:3, Potion of Burgeoning
dynamictrees:dendropotion:4, Potion of Fertility
dynamictrees:dendropotion:5, Potion of Persistance
dynamictrees:dendropotion:6, Potion of Transformation
dynamictrees:dirtbucket, Dirt Bucket
dynamictrees:staff, Woodland Staff
dynamictrees:appleseed, Apple Pip
dynamictrees:oakbranch, Dynamic Oak Tree
dynamictrees:oakbranchx, tile.dynamictrees:oakbranchx.name
dynamictrees:oakseed, Oak Acorn
dynamictrees:sprucebranch, Dynamic Spruce Tree
dynamictrees:sprucebranchx, tile.dynamictrees:sprucebranchx.name
dynamictrees:spruceseed, Spruce Cone
dynamictrees:birchbranch, Dynamic Birch Tree
dynamictrees:birchseed, Birch Catkin
dynamictrees:junglebranch, Dynamic Jungle Tree
dynamictrees:jungleseed, Jungle Pod
dynamictrees:acaciabranch, Dynamic Acacia Tree
dynamictrees:acaciaseed, Acacia Seed
dynamictrees:darkoakbranch, Dynamic Dark Oak Tree
dynamictrees:darkoakbranchx, tile.dynamictrees:darkoakbranchx.name
dynamictrees:darkoakseed, Dark Oak Acorn
dynamictrees:cactusbranch, tile.cactusbranch.name
dynamictrees:cactusseed, Cactus Seed
traverse:red_autumnal_sapling, Red Autumnal Sapling
traverse:brown_autumnal_sapling, Brown Autumnal Sapling
traverse:orange_autumnal_sapling, Orange Autumnal Sapling
traverse:yellow_autumnal_sapling, Yellow Autumnal Sapling
traverse:fir_sapling, Fir Sapling
traverse:fir_planks, Fir Wood Planks
traverse:fir_stairs, Fir Wood Stairs
traverse:fir_slab:0, Fir Wood Slab
traverse:fir_fence, Fir Fence
traverse:fir_fence_gate, Fir Fence Gate
traverse:fir_door, Fir Door
traverse:red_rock, Red Rock
traverse:red_rock_bricks, Red Rock Bricks
traverse:red_rock_bricks_stairs, Red Rock Brick Stairs
traverse:red_rock_bricks_slab:0, Red Rock Bricks Slab
traverse:red_rock_bricks_chiseled, Chiseled Red Rock Bricks
traverse:red_rock_slab:0, Red Rock Slab
traverse:red_rock_cobblestone, Red Rock Cobblestone
traverse:red_rock_cobblestone_stairs, Red Rock Cobblestone Stairs
traverse:red_rock_cobblestone_slab:0, Red Rock Cobblestone Slab
traverse:red_rock_cobblestone_wall, Red Rock Cobblestone Wall
traverse:blue_rock, Crag Rock
traverse:blue_rock_bricks, Crag Rock Bricks
traverse:blue_rock_bricks_stairs, Crag Rock Brick Stairs
traverse:blue_rock_bricks_slab:0, Crag Rock Bricks Slab
traverse:blue_rock_bricks_chiseled, Chiseled Crag Rock Bricks
traverse:blue_rock_slab:0, Crag Rock Slab
traverse:blue_rock_cobblestone, Crag Rock Cobblestone
traverse:blue_rock_cobblestone_stairs, Crag Rock Cobblestone Stairs
traverse:blue_rock_cobblestone_slab:0, Crag Rock Cobblestone Slab
traverse:blue_rock_cobblestone_wall, Crag Rock Cobblestone Wall
traverse:dead_grass, Dead Grass
traverse:cold_grass, Cold Grass
dttraverse:autumn_yellowseed, Yellow Autumn Catchkin
dttraverse:autumn_orangeseed, Orange Autumn Acorn
dttraverse:autumn_redseed, Red Autumn Acorn
dttraverse:autumn_brownseed, Brown Autumn Acorn
dttraverse:firbranch, Dynamic Fir Tree
dttraverse:firbranchx, tile.dttraverse:firbranchx.name
dttraverse:firseed, Fir Seed
engineersdoors:door_concrete, Concrete Door
engineersdoors:door_concrete_ornate, Concrete Door
engineersdoors:door_concrete_reinforced, Concrete Door
engineersdoors:door_steel, Steel Door
engineersdoors:door_steel_ornate, Steel Door
engineersdoors:door_steel_reinforced, Steel Door
engineersdoors:door_treated, Treated Wood Door
engineersdoors:door_treated_ornate, Treated Wood Door
engineersdoors:door_treated_reinforced, Treated Wood Door
engineersdoors:trapdoor_steel, Steel Trapdoor
engineersdoors:trapdoor_treated, Treated Wood Trapdoor
engineersdoors:fencegate_aluminium, Aluminum Fence Gate
engineersdoors:fencegate_steel, Steel Fence Gate
engineersdoors:fencegate_treated, Treated Wood Fence Gate
immcraft:chisel, Chisel
immcraft:saw, Saw
immcraft:dummybook, Dummy Book
immcraft:manual, Immersive Craft Manual
immcraft:furnace, Furnace
immcraft:bundle, tile.immcraft.bundle.name
immcraft:workbench, Workbench (WIP)
immcraft:workbench_sec, Workbench (WIP)
immcraft:in_world_placer, Placer
immcraft:in_world_vertical_placer, Placer
immcraft:rock, Rock
immcraft:sticks, Sticks
immcraft:chest, Chest
immcraft:cupboard, Cupboard
immcraft:shelf, Shelf
immcraft:bookshelf, Bookshelf
immcraft:bookstand, Book Stand
immersivecables:coil_block:0, Fluix Coil Block
immersivecables:coil_block:1, Dense Fluix Coil Block
immersivecables:coil_block:2, Quartz Fiber Coil Block
immersivecables:coil_block:3, Refined Fiber Coil Block
immersivecables:wire_coil:0, Fluix Wire Coil
immersivecables:wire_coil:1, Dense Fluix Wire Coil
immersivecables:wire_coil:2, Quartz Fiber Wire Coil
immersivecables:wire_coil:3, Refined Fiber Wire Coil
immersivecables:transformer_fluix:0, Fluix Transformer
immersivecables:transformer_fluix:1, Dense Fluix Transformer
immersivecables:relay_fluix:0, Fluix Wire Relay
immersivecables:relay_fluix:1, Dense Fluix Wire Relay
immersivecables:connector_quartz, Quartz Fiber Connector
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
immersiveposts:postbase, Extendable Post
immersiveposts:fence_iron, Iron Fence
immersiveposts:fence_gold, Gold Fence
immersiveposts:fence_copper, Copper Fence
immersiveposts:fence_lead, Lead Fence
immersiveposts:fence_silver, Silver Fence
immersiveposts:fence_nickel, Nickel Fence
immersiveposts:fence_constantan, Constantan Fence
immersiveposts:fence_electrum, Electrum Fence
immersiveposts:fence_uranium, Uranium Fence
immersiveposts:stick_gold, Gold Rod
immersiveposts:stick_copper, Copper Rod
immersiveposts:stick_lead, Lead Rod
immersiveposts:stick_silver, Silver Rod
immersiveposts:stick_nickel, Nickel Rod
immersiveposts:stick_constantan, Constantan Rod
immersiveposts:stick_electrum, Electrum Rod
immersiveposts:stick_uranium, Uranium Rod
immersivetech:stone_multiblock, tile.immersivetech.stone_multiblock.name
immersivetech:connectors, tile.immersivetech.connectors.name
immersivetech:metal_device, tile.immersivetech.metal_device.name
immersivetech:stone_decoration, tile.immersivetech.stone_decoration.name
immersivetech:material:0, Salt
oeintegration:excavatemodifier, Excavate Modifier
vc:item_guidebook_main, The 'Vies' Craft, vol.1
vc:item_dismounter_normal, Dismounter
vc:item_dismounter_player, Dismounter Player
vc:item_viesoline_pellets, Viesoline Pellets
vc:item_logic_chip, Logic Chip
vc:item_airship_ignition, Airship Core
vc:item_airship_frame, Airship Frame
vc:item_airship_engine, Airship Engine
vc:item_airship_balloon, Airship Balloon
vc:upgrades/item_upgrade_airship_core:0, §fCore Shard
vc:upgrades/item_upgrade_airship_core:1, §fCore Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_core:2, §eCore Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_core:3, §bCore Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_core:4, §dCore Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_core:5, §cCore Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_frame:0, §fFrame Casing
vc:upgrades/item_upgrade_airship_frame:1, §fFrame Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_frame:2, §eFrame Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_frame:3, §bFrame Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_frame:4, §dFrame Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_frame:5, §cFrame Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_engine:0, §fEngine Fragment
vc:upgrades/item_upgrade_airship_engine:1, §fEngine Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_engine:2, §eEngine Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_engine:3, §bEngine Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_engine:4, §dEngine Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_engine:5, §cEngine Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_balloon:0, §fBalloon Remnant
vc:upgrades/item_upgrade_airship_balloon:1, §fBalloon Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_balloon:2, §eBalloon Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_balloon:3, §bBalloon Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_balloon:4, §dBalloon Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_balloon:5, §cBalloon Upgrade §7(§cTier 5§7)
vc:item_bomb:0, §fBomb Casing
vc:item_bomb:1, §eSmall Bomb
vc:item_bomb:2, §eBig Bomb
vc:item_bomb:3, §eScatter Bomb
vc:modules/item_module_type:0, §fModule Chip
vc:modules/item_module_type:1, §eLesser Altitude §7(§4Module§7)
vc:modules/item_module_type:2, §bAltitude §7(§4Module§7)
vc:modules/item_module_type:3, §dGreater Altitude §7(§4Module§7)
vc:modules/item_module_type:4, §eLesser Speed §7(§4Module§7)
vc:modules/item_module_type:5, §bSpeed §7(§4Module§7)
vc:modules/item_module_type:6, §dGreater Speed §7(§4Module§7)
vc:modules/item_module_type:7, §eLesser Storage §7(§4Module§7)
vc:modules/item_module_type:8, §bStorage §7(§4Module§7)
vc:modules/item_module_type:9, §dGreater Storage §7(§4Module§7)
vc:modules/item_module_type:10, §eLesser Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:11, §bFuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:12, §dGreater Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:13, §eLesser Music §7(§4Module§7)
vc:modules/item_module_type:14, §bMusic §7(§4Module§7)
vc:modules/item_module_type:15, §dGreater Music §7(§4Module§7)
vc:modules/item_module_type:16, §eLesser Cruise Control §7(§4Module§7)
vc:modules/item_module_type:17, §bCruise Control §7(§4Module§7)
vc:modules/item_module_type:18, §dGreater Cruise Control §7(§4Module§7)
vc:modules/item_module_type:19, §eLesser Water Landing §7(§4Module§7)
vc:modules/item_module_type:20, §bWater Landing §7(§4Module§7)
vc:modules/item_module_type:21, §dGreater Water Landing §7(§4Module§7)
vc:modules/item_module_type:22, §eLesser Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:23, §bInfinite Fuel §7(§4Module§7)
vc:modules/item_module_type:24, §dGreater Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:25, §eLesser Bombing §7(§4Module§7)
vc:modules/item_module_type:26, §bBombing §7(§4Module§7)
vc:modules/item_module_type:27, §dGreater Bombing §7(§4Module§7)
vc:modules/item_module_creative, item.vc:modules/item_module_creative.name
vc:airships/item_airship:0, §7Airship§a - '§7Airship§a'
vc:airships/item_airship:1, §fAirship§a - '§fAirship§a'
vc:airships/item_airship:2, §eAirship§a - '§eAirship§a'
vc:airships/item_airship:3, §bAirship§a - '§bAirship§a'
vc:airships/item_airship:4, §dAirship§a - '§dAirship§a'
vc:airships/item_airship:5, §cAirship§a - '§cAirship§a'
vc:airships/item_airship_creative:0, §6Airship§a - §6Creative §4§l (§9C§ar§be§ca§dt§ei§fv§3e§4§l) 
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
vc:achievements/achievement_airship:7, Icon - lava
vc:achievements/achievement_airship_portal, item.vc:achievements/achievement_airship_portal.name
vc:symbols/item_display_symbol:0, None
vc:symbols/item_display_symbol:1, Category - Block/Item
vc:symbols/item_display_symbol:2, Category - Head
vc:symbols/item_display_symbol:3, Category - Supporter Head
vc:symbols/item_display_symbol:4, Category - Holiday
vc:symbols/item_display_symbol:5, Unused Category
vc:symbols/item_display_symbol:6, Unused Category
vc:symbols/item_display_symbol:7, Unused Category
vc:symbols/item_display_symbol:8, Unused Category
vc:symbols/item_display_symbol:9, Unused Category
vc:symbols/item_display_symbol:10, ViesCraft Logo
vc:symbols/item_display_symbol:11, Forge Logo
vc:symbols/item_display_symbol:12, Minecraft Logo
vc:symbols/item_display_symbol:13, Coin Stack
vc:symbols/item_display_symbol:14, Scroll
vc:symbols/item_display_symbol:15, Wrench
vc:symbols/item_display_symbol:16, Key
vc:symbols/item_display_symbol:17, Padlock
vc:symbols/item_display_symbol:18, Bell
vc:symbols/item_display_symbol:19, Anchor
vc:symbols/item_display_symbol:20, Barrel
vc:symbols/item_display_symbol:21, Gears
vc:airship_workbench, Airship Workbench
weirdinggadget:weirding_gadget, Weirding Gadget
base:wrench, Wrench
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
contenttweaker:quartz_star, Quartz Star
contenttweaker:refined_ender_pearl, Refined Ender Pearl
contenttweaker:material_part:0, Obsidian Ender Alloy Dust
contenttweaker:material_part:1, Obsidian Ender Alloy Ingot
contenttweaker:material_part:2, Soularium Dust
contenttweaker:material_part:3, Soularium Ingot
contenttweaker:material_part:5, Witherium Dust
contenttweaker:material_part:6, Witherium Ingot
contenttweaker:wood_star, Wood Star
contenttweaker:compressed_quartz_3:0, Triple-Compressed Quartz
contenttweaker:compressed_quartz_2:0, Double-Compressed Quartz
contenttweaker:star_cast, Star Cast
contenttweaker:compressed_quartz_1:0, Compressed Quartz
contenttweaker:hardened_brick, Hardened Brick
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
vanillafoodpantry:vfp_icon, Foodstuffs Pantry
vanillafoodpantry:eek_vfp, Wabbity Mistake (VFP)
vanillafoodpantry:bit_pipette, Bit Measure
vanillafoodpantry:water_portion, Bit o' Water
vanillafoodpantry:portion_sugar, Bit o' Sugar
vanillafoodpantry:dried_seeds, Dried Seeds
vanillafoodpantry:starter_yeast, Starter Yeast
vanillafoodpantry:leavening_agent, Leavening Agent
vanillafoodpantry:leavening_agent_ball, Ball of Leavening Agent
vanillafoodpantry:leavening_agent_pantry_block, Block of Leavening Agent
vanillafoodpantry:drying_agent_unprocessed, Unprocessed Drying Agent
vanillafoodpantry:drying_agent_unprocessed_ball, Ball of Unprocessed Drying Agent
vanillafoodpantry:drying_agent, Drying Agent
vanillafoodpantry:drying_agent_ball, Ball of Drying Agent
vanillafoodpantry:drying_agent_pantry_block, Block of Drying Agent
vanillafoodpantry:rock_salt_crystals, Rock Salt Crystals
vanillafoodpantry:rock_salt_ingot, Packed Rock Salt Crystals
vanillafoodpantry:rock_salt_ore, Rock Salt
vanillafoodpantry:rock_salt_ore_nether, Netherrack Salt
vanillafoodpantry:salt, Salt
vanillafoodpantry:portion_salt, Bit o' Salt
vanillafoodpantry:salt_pantry_block, Block of Salt
vanillafoodpantry:natron_crystals, Natron Crystals
vanillafoodpantry:natron_ingot, Packed Natron Crystals
vanillafoodpantry:natron_ore, Natron
vanillafoodpantry:trona_crystals, Trona Crystals
vanillafoodpantry:trona_ore, Trona
vanillafoodpantry:baking_soda, Baking Soda
vanillafoodpantry:baking_soda_pantry_block, Block of Baking Soda
vanillafoodpantry:milk_portion, Bit o' Milk
vanillafoodpantry:calf_stomach, Calf Stomach Lining
vanillafoodpantry:enzyme_extractor_agent, Enzyme Extraction Agent
vanillafoodpantry:rennet, Curdling Agent
vanillafoodpantry:heat_portion, Bit o' Heat
vanillafoodpantry:lava_sand_portion, Bit o' Lava Sand
vanillafoodpantry:lava_sand_pack, Bits o' Lava Sand
vanillafoodpantry:lava_sand_block, Block of Lava Sand
vanillafoodpantry:empty_bottle, Empty Bottle
vanillafoodpantry:water_bottle:0, Bottle of Water
vanillafoodpantry:water_bottle:1, Syrup Base
vanillafoodpantry:water_bottle:2, Rose Water
vanillafoodpantry:water_bottle:3, Tulip Tonic
vanillafoodpantry:water_bottle:4, Carbonated Water
vanillafoodpantry:water_bottle:5, Swamp Essence
vanillafoodpantry:bowl_water, Bowl of Water
vanillafoodpantry:bucket_potable_water, Potable Water
vanillafoodpantry:iron_smugget, Tiny Bit o' Iron
vanillafoodpantry:empty_jar, Empty Jar
vanillafoodpantry:dark_empty_jar, Empty Brown Jar
vanillafoodpantry:jungle_juice_jar:3, Jungle JuJu Juice
vanillafoodpantry:fizzing_agent, Fizz Additive
vanillafoodpantry:fizzing_agent_pantry_block, Block of Fizz Additive
vanillafoodpantry:whisk, Whisk
vanillafoodpantry:fermenting_bucket, Fermenting Bucket
vanillafoodpantry:foodpowder:0, Syrup Powder
vanillafoodpantry:foodpowder:1, Cocoa Powder
vanillafoodpantry:foodpowder:2, Apple Powder
vanillafoodpantry:foodpowder:3, Pumpkin Powder
vanillafoodpantry:foodpowder:4, Melon Powder
vanillafoodpantry:foodpowder:5, Carrot Powder
vanillafoodpantry:foodpowder:6, Yellow Food Color
vanillafoodpantry:foodpowder:7, Cactus Powder
vanillafoodpantry:foodpowder:8, Red Food Color
vanillafoodpantry:foodpowder:9, Powdered Milk
vanillafoodpantry:foodpowder:10, Potato Powder
vanillafoodpantry:foodpowder:11, Powdered Egg
vanillafoodpantry:foodpowder:12, Black Food Color
vanillafoodpantry:foodpowder:13, Mushroom Powder
vanillafoodpantry:foodpowder:14, Rose Powder
vanillafoodpantry:foodpowder:15, Gelatin Powder
vanillafoodpantry:foodpowder:16, Cheese Powder
vanillafoodpantry:foodpowder:17, What-What Powder
vanillafoodpantry:foodpowder:18, Muscle Mix
vanillafoodpantry:foodpowder:19, Bush Tea Powder
vanillafoodpantry:foodpowder:20, Dand Tea Powder
vanillafoodpantry:foodpowder:21, Powdered Cream
vanillafoodpantry:foodpowder:22, Vinegar Powder
vanillafoodpantry:foodpowder:24, Frying Batter Mix
vanillafoodpantry:foodpowder:25, Jerky Rub Mix
vanillafoodpantry:foodpowder:26, Potato Starch
vanillafoodpantry:foodpowder:27, Beet Powder
vanillafoodpantry:foodpowder:29, Powdered Chorus Fruit
vanillafoodpantry:foodpowder:30, Powdered Flower Power
vanillafoodpantry:foodpowder:31, Ugli Fruit Powder
vanillafoodpantry:foodpowder:32, Raw Sunflower-K Powder
vanillafoodpantry:foodpowder:33, Roasted Sunflower-K Mix
vanillafoodpantry:cloth_bag, Cloth Squeeze Bag
vanillafoodpantry:cheese_ball, Homemade Cheese
vanillafoodpantry:cheese_pantry_block, Block of Homemade Cheese
vanillafoodpantry:cheese_sandwich, Cheese Sandwich
vanillafoodpantry:homemade_butter, Homemade Butter
vanillafoodpantry:portion_butter, Bit o' Butter
vanillafoodpantry:butter_brick, Brick of Homemade Butter
vanillafoodpantry:fish_chowder, Fish Chowder
vanillafoodpantry:potato_chowder, Potato Chowder
vanillafoodpantry:bucket_sweetened_milk, Raw Condensed Milk
vanillafoodpantry:bucket_condensed_milk, Condensed Milk
vanillafoodpantry:condensed_milk_jar:3, Jar of Condensed Milk
vanillafoodpantry:fudge_portion, Bit o' Fudge
vanillafoodpantry:hardened_sugar, Raw Sugar
vanillafoodpantry:golden_sugar, Golden Sugar
vanillafoodpantry:molasses_ball, Molasses
vanillafoodpantry:taffy_blob, Taffy
vanillafoodpantry:hardened_sugar_pantry_block, Block of Raw Sugar
vanillafoodpantry:compacted_seeds, Compacted Seeds
vanillafoodpantry:seedmush:0, Seed Mush
vanillafoodpantry:seedmush:1, Caffeine Mush
vanillafoodpantry:carrot_jam_mush, Carrot Jam Mush
vanillafoodpantry:apple_jelly_mush, Apple Mush
vanillafoodpantry:chorusfruit_jelly_mush, Chorus Fruit Jelly Mush
vanillafoodpantry:raw_caffeine, Caffeine Concentrate
vanillafoodpantry:carrot_jam, Mellow Carrot Jam
vanillafoodpantry:apple_jelly, Rich Apple Jelly
vanillafoodpantry:chorusfruit_jelly, Tart Chorus Jelly
vanillafoodpantry:drink_syrup:3, Apple Syrup
vanillafoodpantry:drink_syrup:6, Melon Syrup
vanillafoodpantry:drink_syrup:9, Chorus Fruit Syrup
vanillafoodpantry:drink_syrup:12, Chocolate Syrup
vanillafoodpantry:flour_portion, Flour
vanillafoodpantry:flour_pantry_block, Block of Flour
vanillafoodpantry:dough_ball:0, Dough
vanillafoodpantry:dough_ball:2, Sweet Dough
vanillafoodpantry:dough_ball:4, Unbaked Egg-Stuffed Roll
vanillafoodpantry:dough_ball:6, Unbaked Meat-Stuffed Roll
